54
4855.5   5.0  5.8200
4855.5  25.0  4.4870
4855.5  45.0  4.4000
4855.5  75.0  1.0870
4855.5 100.0  1.1900
4855.5 125.0  0.4370
4891.5   5.0  7.4300
4891.5  25.0  6.6130
4891.5  45.0  5.1370
4891.5  75.0  4.0530
4891.5 100.0  3.1100
4891.5 125.0  0.5000
4911.5   5.0  8.0600
4911.5  25.0  7.7430
4911.5  45.0  9.0430
4911.5  75.0  4.8430
4911.5 100.0  3.9570
4911.5 125.0  1.5900
4980.5   5.0  8.1800
4980.5  25.0  7.7270
4980.5  45.0  7.2870
4980.5  75.0  5.0500
4980.5 100.0  2.6700
4980.5 125.0  2.6070
5079.5   5.0  8.7500
5079.5  25.0  9.2530
5079.5  45.0  7.6600
5079.5  75.0  5.4330
5079.5 100.0  1.6200
5079.5 125.0  0.6800
5119.5   5.0  8.4100
5119.5  25.0  7.3670
5119.5  45.0  6.2800
5119.5  75.0  4.2330
5119.5 100.0  1.9900
5119.5 125.0  0.6330
5147.5   5.0  7.7270
5147.5  25.0  7.7270
5147.5  45.0  6.6630
5147.5  75.0  3.8230
5147.5 100.0  1.8200
5147.5 125.0  1.3200
5168.5   5.0  6.8100
5168.5  25.0  5.1200
5168.5  45.0  4.4270
5168.5  75.0  2.3900
5168.5 100.0  2.0730
5168.5 125.0  0.9030
5192.5   5.0  6.3900
5192.5  25.0  3.8500
5192.5  45.0  4.0600
5192.5  75.0  2.2000
5192.5 100.0  1.8530
5192.5 125.0  0.7600
