71
4855.5   4.4  0.4779
4855.5  23.6  0.4502
4855.5  44.5  0.4582
4855.5  74.1  0.4923
4855.5  98.8  0.4210
4855.5 124.4  0.2648
4855.5 150.3  0.2208
4855.5 176.3  0.1791
4891.5   4.0  0.2178
4891.5  24.3  0.2113
4891.5  44.7  0.2254
4891.5  74.0  0.1901
4891.5 125.6  0.1388
4891.5 148.6  0.1232
4891.5 177.9  0.1189
4911.5   4.1  0.4255
4911.5  24.2  0.4717
4911.5  44.0  0.4776
4911.5  74.5  0.4364
4911.5  98.1  0.3150
4911.5 123.7  0.3053
4911.5 150.5  0.2885
4911.5 174.4  0.2262
4980.5   4.1  0.1836
4980.5  24.0  0.1792
4980.5  43.5  0.2190
4980.5  73.6  0.1883
4980.5  99.0  0.0502
4980.5 124.1  0.0891
4980.5 149.2  0.0887
4980.5 175.8  0.0868
5020.1   4.0  0.5193
5020.1  24.2  0.4354
5020.1  44.3  0.5513
5020.1  74.6  0.2657
5020.1 100.3  0.2439
5020.1 124.2  0.1923
5020.1 148.7  0.1643
5020.1 174.7  0.1412
5079.6   4.3  0.5483
5079.6  25.1  0.5627
5079.6  45.0  0.5614
5079.6  75.7  0.4674
5079.6 100.7  0.3667
5079.6 123.9  0.3307
5079.6 150.8  0.2460
5079.6 175.7  0.1713
5147.5   4.7  0.5017
5147.5  25.0  0.5123
5147.5  45.1  0.5126
5147.5  75.4  0.3428
5147.5  99.5  0.2928
5147.5 126.2  0.2073
5147.5 149.5  0.2102
5147.5 175.3  0.1523
5168.6   4.9  0.4843
5168.6  25.3  0.4957
5168.6  44.5  0.4708
5168.6  74.9  0.3817
5168.6 100.7  0.2443
5168.6 126.4  0.2362
5168.6 150.9  0.2097
5168.6 175.2  0.1524
5192.5   3.5  0.4206
5192.5  25.0  0.4360
5192.5  45.5  0.4401
5192.5  75.7  0.4086
5192.5  99.1  0.3421
5192.5 125.3  0.2348
5192.5 151.5  0.1837
5192.5 173.2  0.1687
