117
4856.3   3.7  0.0800
4856.3  24.4  0.0800
4856.3  44.1  0.1100
4856.3  59.2  0.1200
4856.3  75.2  0.1400
4856.3  84.3  0.1600
4856.3  98.8  0.1200
4856.3 114.9  0.1900
4856.3 124.1  0.1200
4856.3 134.4  0.1500
4856.3 149.9  0.0600
4856.3 174.1  0.0300
4892.3   4.4  0.0700
4892.3  24.7  0.0700
4892.3  45.1  0.1000
4892.3  60.2  0.1200
4892.3  74.8  0.1400
4892.3  85.0  0.2600
4892.3  99.2  0.3600
4892.3 114.9  0.3200
4892.3 124.5  0.1900
4892.3 134.6  0.0900
4892.3 149.8  0.0200
4892.3 174.8  0.0100
4912.3   4.4  0.0600
4912.3  24.1  0.0700
4912.3  44.8  0.0800
4912.3  74.4  0.2100
4912.3 100.4  0.2100
4912.3 115.0  0.1400
4912.3 124.5  0.1300
4912.3 134.4  0.1300
4912.3 149.1  0.1000
4912.3 175.0  0.0500
4981.3   4.7  0.0300
4981.3  24.4  0.0500
4981.3  44.6  0.0800
4981.3  59.7  0.1000
4981.3  74.2  0.1300
4981.3  84.6  0.1300
4981.3  99.0  0.3400
4981.3 114.0  0.2600
4981.3 124.7  0.1700
4981.3 134.6  0.1100
4981.3 149.8  0.0600
4981.3 176.5  0.0200
5020.2   4.5  0.0600
5020.2  24.5  0.0600
5020.2  43.7  0.0700
5020.2  58.3  0.1000
5020.2  74.2  0.1200
5020.2  84.5  0.1300
5020.2  98.4  0.1500
5020.2 113.7  0.2200
5020.2 124.5  0.2600
5020.2 134.7  0.1500
5020.2 148.5  0.1000
5020.2 174.3  0.0300
5080.3   6.2  0.0600
5080.3  25.3  0.0600
5080.3  44.8  0.0600
5080.3  73.3  0.1200
5080.3  85.3  0.1800
5080.3  99.7  0.2700
5080.3 115.3  0.2100
5080.3 124.5  0.1900
5080.3 135.4  0.1800
5080.3 149.8  0.1400
5080.3 174.7  0.0700
5120.3   5.1  0.0800
5120.3  24.9  0.0800
5120.3  44.6  0.0700
5120.3  59.5  0.0900
5120.3  74.6  0.1400
5120.3  85.1  0.2300
5120.3 100.0  0.2600
5120.3 115.0  0.2000
5120.3 124.7  0.1500
5120.3 135.4  0.0900
5120.3 150.5  0.0500
5120.3 175.5  0.0200
5148.3   5.2  0.0700
5148.3  25.1  0.0800
5148.3  45.4  0.1000
5148.3  60.8  0.1400
5148.3  75.4  0.2000
5148.3  85.3  0.2000
5148.3 100.7  0.2500
5148.3 115.5  0.1300
5148.3 125.1  0.0600
5148.3 135.5  0.0400
5148.3 150.6  0.0200
5148.3 174.6  0.0100
5169.3   3.7  0.1000
5169.3  24.0  0.1100
5169.3  46.4  0.1000
5169.3  62.3  0.1500
5169.3  74.4  0.2200
5169.3  84.2  0.2400
5169.3 100.0  0.2300
5169.3 112.6  0.1700
5169.3 125.4  0.1200
5169.3 134.1  0.0900
5169.3 149.9  0.0600
5169.3 177.1  0.0300
5193.3   6.1  0.0800
5193.3  25.1  0.1000
5193.3  45.0  0.1000
5193.3  59.3  0.1500
5193.3  75.5  0.1700
5193.3  85.0  0.2100
5193.3 102.2  0.2000
5193.3 115.2  0.1100
5193.3 125.4  0.0900
5193.3 136.0  0.0500
5193.3 151.0  0.0300
5193.3 173.9  0.0200
